Clade,Genus,Species,GenusFinal,SpeciesFinal,Specimen,Reference,Page,R L,L L,L,R L,L L,L,R L,L L,L,R L,L L,L,L Min Shaft W,R Min Shaft W,Min Shaft W,R Circ,L Circ,Circ,R L,L L,L,R L,L L,L,MC I L,MC II L,MC III L,MC IV L,MC V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,V-1 L,V-2 L,V-3 L,V-4 L,R L,L L,L,R Circ,L Circ,Circ,R Midshaft ML W,L Midshaft ML W,Midshaft ML W,R Midshaft AP L,L Shaft AP L,Shaft AP L,R L,L L,L,R L,L L,L,MT I L,MT II L,MT III L,MT IV L,MT V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,IV-4 L,IV-5 L,Entry 1,Entry 2,,,,,,,Total Entries,Fem Entries,Difference,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR 005 7-5-90-6,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR 005 8-1-90-29B,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,,,182,,,63.3,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR 005 8-12-90,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR 005 8-3-90-38,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR 005 8-90,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR 005 8-90-36,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR-005A,Horner et al 2000,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,,,,,,,1,1,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR-005JV,Horner et al 2000,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,Note: Late Juvenile,,,,,,1,1,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,MOR-005SA,Horner et al 2000,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,Note: Subadult,,,,,,1,1,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-F1,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.4,,,51.5,,,14.2,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-F2,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5,,,51,,,16.4,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-F3,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7,,,55,,,14.9,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-F4,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4,,,49,,,11.4,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-M1,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-M2,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-T1,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.8,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-T2,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-TF1,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.7,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,PU 22400-TF2,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9,,,110.2,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,2,0,2,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,YPM-PU 22400,Horner et al 2000,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,Note: Late Nestling,,,,,,1,1,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,YPM-PU 22432,Horner et al 2000,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,Note: Early Nestling,,,,,,1,1,0,
Hadrosauridae,Maiasaura,peeblesorum,Maiasaura,peeblesorum,YPM-PU-22472,Horner et al 2000,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,William Banks Miller,Note: Early Juvenile,,,,,,1,1,0,
Hadrosauridae,Mandschurosaurus,amurensis,Mandschurosaurus,amurensis,IVP AS 1644,Riabinin 1930, 21-26,,,355,,800,,,,,,,535,,,,,,,,,604,,,575,,,,,,,,,,,,,,,,,,,,,,,,1070,,,,,,,,,,870,865,,,,835,,,315\ -,260\ -,,,,115,,,100,,,,85,,,,80,Roman E. Ulansky,Christian Foth,,,,,,,15,1,14,
Hadrosauridae,Mandschurosaurus,amurensis,Mandschurosaurus,amurensis,Large Mount,Yang et al 1986,translation pp. 6-8,470,470,,,990,,,,,610,640,,,,,285,296,,780e,780e,,643,630,,,,,,,,,,,,,,,,,,,,,,,1280,1300,,,,,,,,,,,,,,,,,,300 / 340,436 / 430,330 / 335,,,,,,,,,,,,,,,,Robert J. Taylor,David Dreisigmeyer,Note: Mount composed of elements from multiple individuals,,,,,,16,2,14,
Hadrosauridae,Mandschurosaurus,amurensis,Mandschurosaurus,amurensis,Small Mount,Yang et al 1986,translation pp. 6-8,435,435,,600,600,,,,,475,450,,,,,221,212,,512,502,,,,,,,,,,,,,,,,,,,,,,,,,,870,870,,,,,,,,,,,,,,,,,,279 / 335,320 / 365,280 / 320,,,,80 / 93,35 /,81 / 88,97 / 112,39 /,,85 / 84,99 / 83,37 / 34,39 /,19 / 18,99 /,Robert J. Taylor,David Dreisigmeyer,Note: Mount composed of elements from multiple individuals,,,,,,26,2,24,
Hadrosauridae,Nipponosaurus,sachalinensis,Nipponosaurus,sachalinensis,HIUM 6590,Brett-Surman 1989,68-69 (Table 4),,,,,,,,,,,,,,,,,,,,,263,,,251,,,,,,,,,,,,,,,,,,,,,,,,527,,,,,,,,,,,,477,,,,,,190,,,,,,,,,,,,,,,,,Mauricio Molina,Robert J. Taylor,,,,,,,5,1,4,
Hadrosauridae,Nipponosaurus,sachalinensis,Nipponosaurus,sachalinensis,UHR 6590,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,,,,,,57,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,3,3,0,
Hadrosauridae,Nipponosaurus,sachalinensis,Nipponosaurus,sachalinensis,,Nagao 1938,312 & 317,,,,,,,,,,,,,,,,,,,260,265,,248,253,,,,,,,,,,,,,,,,,,,,,,,,,533,,,,,,,,,,,,485,,,,,155,190,158,,,,63,23,47,67,22,15,45,60,13,,,48,Andrew A. Farke,Ville-Veikko Sinkkonen,,,,,,,19,1,18,
Hadrosauridae,Orthomerus,sp,Orthomerus,sp,IPS-N-21,Casanovas-Cladellas et al. 1985,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman E. Ulansky,Robert J. Taylor,,,,,,,1,1,0,
Hadrosauridae,Parasaurolophus,cyrtocristatus,Parasaurolophus,cyrtocristatus,FMNH P27393,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,142,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,3,3,0,
Hadrosauridae,Parasaurolophus,,Parasaurolophus,cyrtocristatus,FMNH P27393,Brett-Surman & Wagner 2006,141,,,,,,,,,,,,,,,,,,,665,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Christian Foth,,,,,,,2,0,2,
Hadrosauridae,Parasaurolophus,cyrtocristatus,Parasaurolophus,cyrtocristatus,FMNH P27393,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.5,,,445,,,142.4,,,124.5,,,975.5,,,898,,,402,313,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,8,4,4,
Hadrosauridae,Parasaurolophus,cyrtocristatus,Parasaurolophus,cyrtocristatus,FMNH P27393,Brett-Surman 1989,68-69 (Table 4),,,,,,858,,,,,,565,,,,,,,,,665,,,585,,,220,,,,,,,,,,,,,,,,,,,,,1172,,,,,,,,,,,,1034,,,,,,350,,,,,,,,,,,,,,,,,Mauricio Molina,Robert J. Taylor,,,,,,,8,1,7,
Hadrosauridae,Parasaurolophus,cyrtocristatus,Parasaurolophus,cyrtocristatus,FMNH P27393,Ostrom 1963,166,,,,,,885,,,,,,565,,,,,,,,,665,,,585,,,220,250,,,,,,,,,,,,,,,,,,,,1105,,,,,,,,,,,,,,,890,,,,335,,,,,,,,,,,,,,,,Yves-A. Klein,Fernando Racimo,,,Was CNHM P27393,,,,9,1,8,
Hadrosauridae,Parasaurolophus,cyrtocristatus,Parasaurolophus,cyrtocristatus,FMNH P27393,combined,,,,,,,872,,,,,,565,,,,,,,,,665,,,585,,,220,250,,,,,,,,,,,,,,,,,,,,1090,,,445,,,142,,,125,,,976,,,894,,,376,324,,,,,,,,,,,,,,,,"Doug Henning, Jr.",,,,,,,,14,4,10,
Hadrosauridae,Parasaurolophus,walkeri,Parasaurolophus,walkeri,ROM 768,Egi & Weishampel 2002,45,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,,,,,,,1,0,1,
Hadrosauridae,Parasaurolophus,walkeri,Parasaurolophus,walkeri,ROM 768,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,,,,,,99,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,3,3,0,
Hadrosauridae,Parasaurolophus,walkeri,Parasaurolophus,walkeri,ROM 768,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,,,,,,98.7,,,146.8,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,Was ROM 4578,,,,,3,3,0,
Hadrosauridae,Parasaurolophus,,Parasaurolophus,walkeri,ROM 768,Davies 1983,47,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Christian Foth,,,,,,,2,1,1,
Hadrosauridae,Parasaurolophus,walkeri,Parasaurolophus,walkeri,ROM 768,personal observation ,,,,,,,,,,,,534,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan C. Mallon,N/A,,,,,,,4,2,2,
Hadrosauridae,Parasaurolophus,walkeri,Parasaurolophus,walkeri,ROM 768,Lull and Wright 1942,,,,,,,940,,,,,,520,,,,,,,,,560,,,496,,,208,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Christian Foth,,Was ROM 4578,,,,,6,1,5,
Hadrosauridae,Parasaurolophus,walkeri,Parasaurolophus,walkeri,ROM 768,Brett-Surman 1989,68-69 (Table 4),,,,,,940,,,,,,520,,,,,,,,,560,,,496,,,208,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauricio Molina,Robert J. Taylor,,,,,,,6,1,5,
Hadrosauridae,Parasaurolophus,walkeri,Parasaurolophus,walkeri,ROM 768,Parks 1922,20-30,,,,,,940,,,,,,520,,,,,,255,,,560,485,496,,,173,208,195,90,,,65,17,58,38,15,51,,54,14,11,48,30,25,,,,1032,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce D. Woollatt,Christian Foth,,Was ROM 4578,,,,,24,2,22,
Hadrosauridae,Parasaurolophus ,walkeri,Parasaurolophus ,walkeri,ROM 768,Sternberg 1935,23,,,,,,940,,,,,,520,,,,,,,,,560,,,485,,173,208,195,90,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman E. Ulansky,Christian Foth,,Was”type”,,,,,9,1,8,
Hadrosauridae,Parasaurolophus ,walkeri,Parasaurolophus ,walkeri,ROM 768,combined,,,,,,,940,,,,,,521,,,,,,259,,,560,,,492,,173,208,195,90,,,65,17,58,38,15,51,,54,14,11,48,30,25,,,,1042,,,421,,,99,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,"Doug Henning, Jr.",,,,,,,,25,4,21,
Hadrosauridae,Podischion?,altispinus?,Podischion?,altispinus?,AMNH 5253,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Podischion?,altispinus?,Podischion?,altispinus?,AMNH 5275,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,323,290,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,3,0,3,
Hadrosauridae,Procheneosaurus,praeceps,Procheneosaurus,praeceps,AMNH 5340,Lull and Wright 1942,,,,,,,425,,,,,,305,,,,,,,,,350,,,320,,,151,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,550,,,530e,,,210,,,,,,,,,,,,,,,,,Andrew A. Farke,Christian Foth,,,,,,,9,1,8,
Hadrosauridae,Prosaurolophus,blackfeetensis,Prosaurolophus,blackfeetensis,MOR 454,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,,,,,,105,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,3,3,0,
Hadrosauridae,Prosaurolophus,blackfeetensis,Prosaurolophus,blackfeetensis,MOR 454,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,,,303,,,104.8,,,62.7,,,755,,,707,,225,,230,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,8,4,4,
Hadrosauridae,Prosaurolophus,blackfeetensis,Prosaurolophus,blackfeetensis,MOR 454,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,,,303,,,105,,,63,,,755,,,707,,225,,230,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,8,4,4,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 1928,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,Egi & Weishampel 2002,45,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,,,,,,,1,0,1,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,2,2,0,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,personal observation ,,,,,,,,,,,536,530,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan C. Mallon,N/A,,,,,,,5,2,3,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,375,,,90.1,,,107.9,,,825.5,,,850,,260.5,313.5,244,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,Was ROM 7871,,,,,9,4,5,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,Brett-Surman 1989,63-64 (Table 2),,,,,,870,,,,,,533,,,,,,,,,546,,,473,,,238,,,,,,,,,,,,,,,,,,,,,997,,,,,,,,,,,,860,,,,,,321,,,,,,,,,,,,,,,,,Mauricio Molina,Robert J. Taylor,,,,,,,8,1,7,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,Lull and Wright 1942,,,,,,,810,,,,,,532,,,,,,,,,548,,,473,,,226,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,,870,880,,850,810,,,,327 / 332,,,,,,,,,,,,,,,,,Andrew A. Farke,Christian Foth,,was ROM 4971,,,,,11,1,10,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,combined,,,,386,,,830,,,,,,541,,,,,,222,,,547,,,473,,202,235,230,90,,,,,,,,,,,,,,,,,,,999,,,357,,,90,,,108,,,864,,,834,,261,325,251,,,,113,47,97,111,34,28,90,83,22,20,23,87,Andrew A. Farke,,,,,,,,31,4,27,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,ROM 787,Parks 1924,31-33,386,,,,,810,,,,,,532,,,,,,,,,548,,,473,,202,240,230,90,,,,,,,,,,,,,,,,,,,1005,343,361,,,,,,,,870,880,,850,810,,,260 /263,327 / 332,262 /248,,,,95 /130,45 /48,100 /93,110 / 112,35 / 32,28 / 28,84 / 95,90 / 76,20 / 23,20 / 20,20 / 26,90 / 84,Bruce D. Woollatt,Christian Foth,,was ROM 4971,,,,,31,3,28,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,TMP 84.1.1,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,Was ROM 7871 (mount, = 4971ct?),,,,,1,1,0
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,TMP 84.1.1,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,102.8,,,890,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,3,2,1,
Hadrosauridae,Prosaurolophus,maximus,Prosaurolophus,maximus,TMP 84.1.1,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,103,,,890,,,,,,,,,,,,,,,,,,,,,,,William Banks Miller,,,,,,,,3,2,1,
Hadrosauridae,Prosaurolophus ,maximus,Prosaurolophus ,maximus,ROM 5971,Parks 1924,31-33,386,,,,,810,,,,,,532,,,,,,217,,,548,,,473,,202,240,230,90,,,,,,,,,,,,,,,,,,,1005,343,361,,,,103,,,186,870,880,,850,810,,,260 / 263,327 / 332,262 / 248,,,,95 / 130,45 / 48,100 / 93,110 / 112,35 / 32,28 / 28,84 / 95,90 / 76,20 / 23,20 / 20,20 / 26,90 / 84,Bruce D. Woollatt,Christian Foth,,,,,,,34,5,29,
Hadrosauridae,Saurolophus,angustirostris,Saurolophus,angustirostris,PIN 551-8,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,1,1,0,
Hadrosauridae,Saurolophus,angustirostris,Saurolophus,angustirostris,PIN 551-8,Maryanska & Osmolska 1984,127,,,,,,900,,,,,,600,,,,,,,,,630,,,530,,250e,280,280e,110e,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,1000,,,870,,,330,,,,,,,,,,,,,,,,,Robert J. Taylor,Christian Foth,Mauricio Molina,,,,,,12,1,11,
Hadrosauridae,Saurolophus,angustirostris,Saurolophus,angustirostris,PIN 551-8,combined,,,,,,,900,,,,,,600,,,,,,,,,630,,,530,,250,280,280,110,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,1000,,,870,,,330,,,,,,,,,,,,,,,,,William Banks Miller,,,,,,,,12,1,11,
Hadrosauridae,Saurolophus,angustirostris,Saurolophus,angustirostris,ZPAL MgD-I/157,Maryanska & Osmolska 1984,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,280,260,,,,85,44,88,102,23,28,85,65,19,14,20,85,Robert J. Taylor,Mauricio Molina,Christian Foth,,,,,,15,0,15,
Hadrosauridae,Saurolophus,angustirostris,Saurolophus,angustirostris,ZPAL MgD-I/158,Maryanska & Osmolska 1984,127,,,,,,770+,,,,,,630,,,,,,,,,565e,,,515e,,238,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Mauricio Molina,,,,,,,6,0,6,
Hadrosauridae,Saurolophus,angustirostris,Saurolophus,angustirostris,ZPAL MgD-I/159,Maryanska & Osmolska 1984,127,,,,,,450e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Mauricio Molina,Christian Foth,Note: Juvenile,,,,,1,0,1,
Hadrosauridae,Saurolophus,osborni,Saurolophus,osborni,AMNH 5220,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,1,1,0,
Hadrosauridae,Saurolophus,,Saurolophus,osborni,AMNH 5220,Davies 1983,47,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Christian Foth,,,,,,,2,1,1,
Hadrosauridae,Saurolophus,osborni,Saurolophus,osborni,AMNH 5220,Brett-Surman 1989,63-64 (Table 2),,,,,,900,,,,,,590,,,,,,,,,640,,,555,,,330,,,,,,,,,,,,,,,,,,,,,1190,,,,,,,,,,,,1000e,,,,,,340,,,,,,,,,,,,,,,,,Mauricio Molina,Robert J. Taylor,,,,,,,8,1,7,
Hadrosauridae,Saurolophus,osborni,Saurolophus,osborni,AMNH 5220,Brown 1913a,392-393,,,,,,970,,,,,,500,,,,,,,,,630,,,600,,245,,,120,,,,,,,,,,,,,,,,,,,1170,,,,,,,,,,,,1000,,,920,,280,370,300,,,,120,60,,130,40,40,100,95,25,22,25,105,Andrew A. Farke,Ville-Veikko Sinkkonen,,,,,,,23,1,22,
